OID_,Shape_Leng,Shape_Area,ET_mean_2001,ET_mean_2005,ET_mean_2010,ET_mean_2015,ET_mean_2020,ET_mean__5,zone,LULC_Code,Litho,aspect,curvature,elevation,rain,Location,centroid_lat,centroid_lon,names_LULC_Code,names_Litho,gw_pot,gwp_class,slope,hillshade,urban_1995,urban_2000,urban_2005,urban_2010,urban_2015,urban_name_1995,urban_name_2000,urban_name_2005,urban_name_2010,urban_name_2015,
5142,0.01796,2.02E-05,48.6,87.08571429,57.37142857,67.62857143,76.66666667,66.43100775,NA,4,15,136.9143068,-0.125699298,1299,1699.432739,Mussoorie,30.41418585,78.12368064,Forest,15,9.977443609,4,32.92,85.1654,,,,,,,,,,,
5143,0.01796,2.02E-05,50.97297297,84.71428571,56.57142857,68.82857143,84.41176471,67.8259542,NA,4,15,111.2735515,-0.031090124,1142.461538,1701.861301,Mussoorie,30.41418585,78.12817064,Forest,15,8.969230769,4,30.4571,86.1346,,,,,,,,,,,
5144,0.01796,2.02E-05,54.23684211,83.97142857,62.14705882,72.08571429,74.68421053,71.88117284,NA,4,17,254.3142896,-0.171466727,1210.315385,1703.480342,Mussoorie,30.41418585,78.13266064,Forest,17,4.292307692,1,35.3296,196.873,,,,,,,,,,,
5145,0.01796,2.02E-05,79.34210526,115.7297297,83.65714286,97.89189189,111.15,100.2548148,NA,4,17,163.3815407,0.486681904,1378.030075,1693.538326,Mussoorie,30.41418585,78.13715064,Forest,17,3.218045113,1,35.6905,94.4361,,,,,,,,,,,
5146,0.01796,2.02E-05,45.08108108,86.91666667,61.41666667,66.97058824,70.95,68.60725076,NA,4,14,182.1446015,-0.336097586,1150.434109,1580.798817,Mussoorie,30.41418585,78.14164064,Forest,14,3.821705426,2,32.1226,107.062,,,,,,,,,,,
5147,0.01796,2.02E-05,87.81818182,115.1111111,90.91428571,102.6451613,157.7,106.4633385,NA,4,17,280.7781131,0.01211304,1286.003663,1581.263778,Mussoorie,30.41418585,78.14613064,Forest,17,2.454212454,1,35.8221,218.586,,,,,,,,,,,
5148,0.01796,2.02E-05,85.45454545,114.6285714,86.37142857,93.10344828,159.65,101.7714749,NA,4,14,254.519005,0.260026472,1493.919231,1582.422844,Mussoorie,30.41418585,78.15062064,Forest,14,3.653846154,2,32.1234,206.746,,,,,,,,,,,
5149,0.01796,2.02E-05,91.34375,105.4705882,85.44117647,92.44117647,169.8947368,100.8841762,NA,4,14,150.3965333,-0.182343359,1557.835821,1583.696232,Mussoorie,30.41418585,78.15511064,Forest,14,4.686567164,2,33.0402,197.754,,,,,,,,,,,
5150,0.01796,2.02E-05,91.34375,105.4705882,85.44117647,92.44117647,169.8947368,100.8841762,NA,4,14,243.2307833,-0.224616804,1672.162264,1584.161581,Mussoorie,30.41418585,78.15960064,Forest,14,4.573584906,2,33.3354,194.642,,,,,,,,,,,
5151,0.01796,2.02E-05,87.27272727,101.3529412,85.18181818,102.5294118,167.8823529,98.71169687,NA,4,14,198.6484052,0.364580432,1864.445736,1585.49215,Mussoorie,30.41418585,78.16409064,Forest,14,5.162790698,2,25.7604,177.461,,,,,,,,,,,
5152,0.01796,2.02E-05,33.25,52.93939394,64.6969697,81.29411765,101.3888889,61.78491172,NA,4,14,200.8489833,0.172017189,1915.464419,1586.679933,Mussoorie,30.41418585,78.16858064,Forest,14,4.876404494,2,28.9167,203.73,,,,,,,,,,,
5153,0.01796,2.02E-05,82.55882353,97.45454545,78.33333333,109.59375,142.0588235,97.70082645,NA,3,14,100.7008226,-0.059557072,1806.109804,1587.473998,Mussoorie,30.41418585,78.17307064,Bareland,14,4.337254902,2,33.8339,101.212,,,,,,,,,,,
5154,0.01796,2.02E-05,92.08571429,100.9677419,88.38235294,109.5151515,140.6315789,103.6613162,NA,4,14,113.4819293,-0.265974536,1636.656716,1588.763774,Mussoorie,30.41418585,78.17756064,Forest,14,4.805970149,2,35.7104,102.433,,,,,,,,,,,
5155,0.01796,2.02E-05,71.78378378,121.7428571,87.92105263,100.7878788,94.82352941,93.09612403,NA,3,14,111.8634691,-0.0657305,1485.212355,1589.521652,Mussoorie,30.41418585,78.18205064,Bareland,14,5.420849421,2,29.6411,109.907,,,,,,,,,,,
5156,0.01796,2.02E-05,98.40540541,114.3823529,87.37837838,105.6666667,136.9047619,100.421374,NA,3,17,156.8141351,-0.021180103,1395.184211,1583.047155,Mussoorie,30.41418585,78.18654064,Bareland,17,3.045112782,1,23.5822,145.075,,,,,,,,,,,
5157,0.01796,2.02E-05,51.63157895,79.86111111,60.26315789,64.27027027,82.05263158,65.34384384,NA,4,17,219.5875082,-0.08932478,1407.62406,1423.195697,Raipur,30.41418585,78.19103064,Forest,17,3.308270677,1,28.053,165.714,,,,,,,,,,,
5158,0.01796,2.02E-05,103.4857143,133.4571429,94.21621622,102.8,111.6315789,108.3884786,NA,4,15,226.7076769,0.197088204,1563.37931,1423.473254,Raipur,30.41418585,78.19552064,Forest,15,5.67816092,2,24.8661,157.977,,,,,,,,,,,
5159,0.01796,2.02E-05,111.5833333,147.1666667,91.35135135,104.5,104.8947368,109.3230543,NA,4,15,239.4877748,-0.208029493,1688.492647,1424.091796,Raipur,30.41418585,78.20001064,Forest,15,4.867647059,2,26.3786,175.051,,,,,,,,,,,
5160,0.01796,2.02E-05,115.2058824,137.2972973,95.86111111,114.4358974,110.8,112.1503759,NA,4,15,210.7008637,0.347889698,1867.249027,1424.646057,Raipur,30.41418585,78.20450064,Forest,15,4.186770428,2,31.6807,137.829,,,,,,,,,,,
5161,0.01796,2.02E-05,105.2857143,150.1388889,107.8333333,121.9736842,124.5,126.4281392,NA,4,15,135.4448613,0.211925188,1857.404494,1424.829016,Raipur,30.41418585,78.20899064,Forest,15,4.04494382,2,35.4318,88.4045,,,,,,,,,,,
5162,0.01796,2.02E-05,107.5142857,151.4705882,122.8235294,138.75,121.8947368,132.2522796,NA,4,15,188.2357768,-0.231185767,1744.763566,1426.108362,Raipur,30.41418585,78.21348064,Forest,15,4.15503876,2,33.3422,108.027,,,,,,,,,,,
5163,0.01796,2.02E-05,98.2972973,135.3714286,104.2352941,115.1315789,110.5,114.498494,NA,4,15,198.129123,0.192128754,1872.385496,1426.450086,Raipur,30.41418585,78.21797064,Forest,15,4.015267176,2,38.6772,95.7595,,,,,,,,,,,
5164,0.01796,2.02E-05,98.2972973,135.3714286,104.2352941,115.1315789,110.5,114.498494,NA,4,15,187.9527605,0.095000585,1901.775665,1426.657846,Raipur,30.41418585,78.22246064,Forest,15,4.129277567,2,27.5423,132.065,,,,,,,,,,,
5165,0.01796,2.02E-05,86.63888889,104.1388889,93,98.27027027,118.6111111,99.94251135,NA,4,15,156.5776137,-0.161725386,1812.073359,1427.697575,Raipur,30.41418585,78.22695064,Forest,15,4.007722008,2,33.0408,87.7606,,,,,,,,,,,
5166,0.01796,2.02E-05,91.52777778,106.9411765,91.625,104.5641026,120.2777778,103.8101644,NA,4,15,155.6717568,0.206537423,1777.918819,1427.567485,Raipur,30.41418585,78.23144064,Forest,15,4.088560886,2,32.9914,71.1513,,,,,,,,,,,
5167,0.01796,2.02E-05,85.33333333,109.5405405,90.17647059,98.63414634,133.125,100.2874074,NA,4,15,215.5904882,-0.259611799,1735.849421,1428.996343,Raipur,30.41418585,78.23593064,Forest,15,4.1003861,2,34.2135,149.239,,,,,,,,,,,
5168,0.01796,2.02E-05,113.4242424,132.6,102.7575758,118.8648649,151.0588235,117.950078,NA,4,15,250.4616163,0.443354948,1983.933579,1359.700798,Raipur,30.41418585,78.24042064,Forest,15,2.671586716,1,35.9477,169.771,,,,,,,,,,,
5169,0.01796,2.02E-05,98.22857143,142.7575758,103.6470588,112.6944444,175.3125,119.2753165,NA,4,11,205.0101452,-0.098544099,2056.310345,1360.05472,Raipur,30.41418585,78.24491064,Forest,11,2.4,1,22.0205,150.996,,,,,,,,,,,
5170,0.01796,2.02E-05,119.9393939,145.9142857,99.8,136.1714286,174.2666667,127.4156051,NA,4,11,241.4903578,-0.119692691,2132.238636,1361.14635,Raipur,30.41418585,78.24940064,Forest,11,,,27.1373,185.163,,,,,,,,,,,
5171,0.01796,2.02E-05,84.6875,101.3428571,75.25,99.42857143,97,90.04019293,NA,4,11,246.2441272,-0.316007398,2246.39313,1361.029834,Raipur,30.41418585,78.25389064,Forest,11,,,28.1187,195.321,,,,,,,,,,,
5172,0.01796,2.02E-05,131.2162162,133.0285714,112.7647059,136.03125,180.9473684,129.5813205,NA,4,11,231.9627119,0.375330405,2431.767742,1358.340119,Raipur,30.41418585,78.25838064,Forest,11,,,28.0865,192.234,,,,,,,,,,,
5173,0.01796,2.02E-05,130.8333333,137.4285714,104.8285714,131.0588235,167.7,125.3653543,NA,4,11,140.4499923,-0.049151653,2368.618421,1357.829553,Raipur,30.41418585,78.26287064,Forest,11,,,28.9181,78.2761,,,,,,,,,,,
5174,0.01796,2.02E-05,58.51428571,80.11428571,97.02857143,111.7692308,112.85,88.19578313,NA,4,11,203.3065344,0.210234801,2371.732283,1357.923745,Raipur,30.41418585,78.26736064,Forest,11,,,29.6075,117.673,,,,,,,,,,,
5175,0.01796,2.02E-05,128.8529412,142.7567568,116,144.1212121,161.8823529,132.3834356,NA,4,10,147.5395111,0.00686289,2430.202586,1363.417776,Raipur,30.41418585,78.27185064,Forest,10,,,32.6074,68.1737,,,,,,,,,,,
5176,0.01796,2.02E-05,129,135.2058824,109.3055556,151.6,163.4705882,133.9776,NA,4,10,217.0738475,0.018180069,2466.761719,1364.431372,Tehri,30.41418585,78.27634064,Forest,10,2,1,30.7132,141.956,,,,,,,,,,,
5177,0.01796,2.02E-05,65.33333333,73.51515152,68.25,78.2,82.05555556,75.19224556,NA,4,16,187.0348221,0.002474261,2519.464646,1364.35366,Tehri,30.41418585,78.28083064,Forest,16,2,1,30.8973,94.5674,,,,,,,,,,,
5178,0.01796,2.02E-05,50.1875,70.02857143,60.26470588,68.48571429,83.94117647,63.9290429,NA,4,10,257.7157224,0.454725612,2614.138298,1361.791416,Tehri,30.41418585,78.28532064,Forest,10,2,1,33.9011,193.38,,,,,,,,,,,
5179,0.01796,2.02E-05,0,0,0,0,0,0,NA,4,0,0,0,0,0,Tehri,30.41418585,78.28981064,Forest,0,,,,,,,,,,,,,,,
5180,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Tehri,30.41418585,78.29430064,0,0,,,,,,,,,,,,,,,
5181,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Tehri,30.41418585,78.29879064,0,0,,,,,,,,,,,,,,,
5182,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Tehri,30.41418585,78.30328064,0,0,,,,,,,,,,,,,,,
5183,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Tehri,30.41418585,78.30777064,0,0,,,,,,,,,,,,,,,
5184,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.82734064,0,0,,,,,,,,,,,,,,,
5185,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.83183064,0,0,,,,,,,,,,,,,,,
5186,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.83632064,0,0,,,,,,,,,,,,,,,
5187,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.84081064,0,0,,,,,,,,,,,,,,,
5188,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.84530064,0,0,,,,,,,,,,,,,,,
5189,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.84979064,0,0,,,,,,,,,,,,,,,
5190,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.85428064,0,0,,,,,,,,,,,,,,,
5191,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.85877064,0,0,,,,,,,,,,,,,,,
5192,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.86326064,0,0,,,,,,,,,,,,,,,
5193,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.86775064,0,0,,,,,,,,,,,,,,,
5194,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.87224064,0,0,,,,,,,,,,,,,,,
5195,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.87673064,0,0,,,,,,,,,,,,,,,
5196,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.88122064,0,0,,,,,,,,,,,,,,,
5197,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.88571064,0,0,,,,,,,,,,,,,,,
5198,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.89020064,0,0,,,,,,,,,,,,,,,
5199,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.89469064,0,0,,,,,,,,,,,,,,,
5200,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.89918064,0,0,,,,,,,,,,,,,,,
5201,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.90367064,0,0,,,,,,,,,,,,,,,
5202,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Vikasnagar,30.41867585,77.90816064,0,0,,,,,,,,,,,,,,,
5203,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.91265064,0,0,,,,,,,,,,,,,,,
5204,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.91714064,0,0,,,,,,,,,,,,,,,
5205,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.92163064,0,0,,,,,,,,,,,,,,,
5206,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.92612064,0,0,,,,,,,,,,,,,,,
5207,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.93061064,0,0,,,,,,,,,,,,,,,
5208,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.93510064,0,0,,,,,,,,,,,,,,,
5209,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.93959064,0,0,,,,,,,,,,,,,,,
5210,0.01796,2.02E-05,0,0,0,0,0,0,NA,0,0,0,0,0,0,Mussoorie,30.41867585,77.94408064,0,0,,,,,,,,,,,,,,,
5211,0.01796,2.02E-05,73.14285714,99.94594595,79.08823529,107.037037,124.8095238,90.2640264,NA,4,1,175.3212535,0,830.6666667,1620.931885,Mussoorie,30.41867585,77.94857064,Forest,1,,,1.12484,,,,,,,,,,,,
5212,0.01796,2.02E-05,88.52777778,129.2647059,89.66666667,105.5,124.952381,100.4594595,NA,4,1,197.3702041,0.005371765,840.4385965,1620.931885,Mussoorie,30.41867585,77.95306064,Forest,1,10,4,2.76759,176.2,,,,,,,,,,,
5213,0.01796,2.02E-05,88.94871795,134.3611111,98.88571429,110.2820513,114.1,111.2628488,NA,4,1,213.1065123,-0.045795463,854.373913,1631.628889,Mussoorie,30.41867585,77.95755064,Forest,1,10,4,5.49496,182.816,,,,,,,,,,,
5214,0.01796,2.02E-05,59.1,101.4722222,84.19444444,79.52777778,104.2173913,88.06437768,NA,4,4,168.4838334,0.005201694,879.3011583,1640.17754,Mussoorie,30.41867585,77.96204064,Forest,4,10,4,10.8065,165.78,,,,,,,,,,,
5215,0.01796,2.02E-05,67.3,146.4864865,109.0857143,133.9,170.5652174,126.7165242,NA,4,1,181.2168189,-0.018737037,874.7761194,1643.327884,Mussoorie,30.41867585,77.96653064,Forest,1,7.447761194,4,10.6826,158.716,,,,,,,,,,,
5216,0.01796,2.02E-05,71.19512195,112.4594595,83.54545455,96.67647059,110,92.53994083,NA,2,1,161.6685181,-0.120555041,836.0313725,1646.800382,Mussoorie,30.41867585,77.97102064,Cropland,1,6.525490196,2,19.1669,156.698,,,,,,,,,,,
5217,0.01796,2.02E-05,127.9166667,167.2222222,127.4285714,151.1290323,194.7,147.2382496,NA,4,1,196.244141,0.209827218,900.8679245,1650.688791,Mussoorie,30.41867585,77.97551064,Forest,1,5.720754717,2,19.5929,184.374,,,,,,,,,,,
5218,0.01796,2.02E-05,133.7647059,165.8857143,127.1212121,164.6296296,214.3333333,149.9529412,NA,4,4,258.7340832,0.072734929,971.7777778,1650.930004,Mussoorie,30.41867585,77.98000064,Forest,4,5.770114943,2,19.0776,195.705,,,,,,,,,,,
5219,0.01796,2.02E-05,133.7647059,165.8857143,127.1212121,164.6296296,214.3333333,149.9529412,NA,4,4,174.9748527,0.203177642,1038.453488,1657.245398,Mussoorie,30.41867585,77.98449064,Forest,4,6.255813953,2,26.419,116.194,,,,,,,,,,,
5220,0.01796,2.02E-05,136.4,155.3714286,120.875,159.9333333,212.4444444,150.7926045,NA,3,4,139.8014597,0.1553467,1017.827206,1657.612201,Mussoorie,30.41867585,77.98898064,Bareland,4,6.080882353,2,27.5326,127.287,,,,,,,,,,,
5221,0.01796,2.02E-05,125.8857143,151.9428571,113.3793103,146.3703704,212.45,143.0979381,NA,4,4,174.6850532,0.214804478,1015.638462,1659.103766,Mussoorie,30.41867585,77.99347064,Forest,4,6.2,2,25.3767,184.035,,,,,,,,,,,
5222,0.01796,2.02E-05,108.1875,158.5882353,111.9615385,140.4827586,211.3529412,133.0365631,NA,4,4,131.3978625,0.149339055,987.9479554,1665.579647,Mussoorie,30.41867585,77.99796064,Forest,4,6.342007435,2,25.2154,171.639,,,,,,,,,,,
5223,0.01796,2.02E-05,103.6060606,153.53125,110.7931034,129.4074074,212.3125,129.4103448,NA,4,4,148.1716217,-0.219995055,887.8226415,1665.527427,Mussoorie,30.41867585,78.00245064,Forest,4,6.316981132,2,27.3433,143.275,,,,,,,,,,,
5224,0.01796,2.02E-05,97.42857143,152.2424242,107.7666667,123.03125,196.4117647,122.9456343,NA,4,4,107.7997535,0.281364338,892.7799228,1670.318263,Mussoorie,30.41867585,78.00694064,Forest,4,6.324324324,2,30.1463,129.44,,,,,,,,,,,
5225,0.01796,2.02E-05,104.1935484,136.3714286,112.1333333,129,184.2631579,120.4078498,NA,4,4,205.4048312,-0.198338386,857.141791,1671.410244,Mussoorie,30.41867585,78.01143064,Forest,4,6.970149254,2,27.5717,170.19,,,,,,,,,,,
5226,0.01796,2.02E-05,110.2424242,142.6756757,121.4242424,136.1176471,184.1666667,126.95,NA,4,4,197.3046278,-0.228142014,863.5529412,1672.955499,Mussoorie,30.41867585,78.01592064,Forest,4,7.560784314,3,22.4139,158.82,,,,,,,,,,,
5227,0.01796,2.02E-05,111.3428571,156.1176471,122.7352941,132.40625,203.3529412,133.2442244,NA,4,4,215.8826336,0.085040106,922.6566038,1679.739194,Mussoorie,30.41867585,78.02041064,Forest,4,7.833962264,3,17.4504,170.268,,,,,,,,,,,
5228,0.01796,2.02E-05,114.0294118,150.4848485,136.0285714,135.7741935,212.6470588,136.7536705,NA,4,4,256.4518702,0.086812657,984.2222222,1680.132954,Mussoorie,30.41867585,78.02490064,Forest,4,8.038314176,3,16.5475,187.782,,,,,,,,,,,
5229,0.01796,2.02E-05,114.0882353,149.40625,135.7428571,130.7741935,217.8235294,132.9244663,NA,4,4,140.2542395,-0.011776564,968.6461538,1682.930566,Mussoorie,30.41867585,78.02939064,Forest,4,8.569230769,3,16.9793,145.073,,,,,,,,,,,
5230,0.01796,2.02E-05,105.1388889,141.6857143,123.4117647,130.28125,216.6470588,130.9279869,NA,4,4,218.0423794,-0.067791277,958.1586716,1685.72363,Mussoorie,30.41867585,78.03388064,Forest,4,8.915129151,4,14.6581,176.509,,,,,,,,,,,
5231,0.01796,2.02E-05,102.7352941,142.4166667,120.3428571,125.03125,207.75,128.1378738,NA,4,4,228.8821165,-0.00851186,1002.050193,1717.062085,Mussoorie,30.41867585,78.03837064,Forest,4,9.212355212,4,13.5487,170.595,,,,,,,,,,,
5232,0.01796,2.02E-05,48.77142857,88.94117647,71.85714286,68.625,88.04761905,77.53514377,NA,4,4,197.3066833,0.157404649,1044.966667,1875.260327,Mussoorie,30.41867585,78.04286064,Forest,4,8.733333333,3,17.3101,161.078,,,,,,,,,,,
5233,0.01796,2.02E-05,48.77142857,88.94117647,71.85714286,68.625,88.04761905,77.53514377,NA,4,4,97.04539016,-0.058454566,991.7348485,1875.64555,Mussoorie,30.41867585,78.04735064,Forest,4,8.462121212,3,17.5147,157.996,,,,,,,,,,,
5234,0.01796,2.02E-05,51.22222222,92.0625,74.08823529,77.29411765,87.33333333,78.84094488,NA,4,4,177.5000706,-0.132368552,952.7769231,1878.227022,Mussoorie,30.41867585,78.05184064,Forest,4,7.107692308,3,18.6869,164.238,,,,,,,,,,,
5235,0.01796,2.02E-05,0,0,0,0,0,0,NA,4,4,154.2137831,0.079195163,984.0714286,1881.487043,Mussoorie,30.41867585,78.05633064,Forest,4,7.992481203,3,16.4338,154.835,,,,,,,,,,,
5236,0.01796,2.02E-05,95.6,122.3333333,90.11111111,123.6774194,120.45,107.9595016,NA,4,4,195.6153621,-0.011527173,976.5686275,1883.68792,Mussoorie,30.41867585,78.06082064,Forest,4,8.047058824,3,21.1966,166.49,,,,,,,,,,,
5237,0.01796,2.02E-05,112.2058824,130.6857143,99.37142857,125.75,131.6666667,116.503888,NA,4,6,220.6869246,-0.088658171,1106.940299,1887.325504,Mussoorie,30.41867585,78.06531064,Forest,6,3.694029851,1,29.7918,146.705,,,,,,,,,,,
5238,0.01796,2.02E-05,123.1714286,135.2121212,100.9117647,129.9722222,132.9473684,119.9378882,NA,4,3,217.0710906,0.249224907,1251.887597,1888.571003,Mussoorie,30.41867585,78.06980064,Forest,3,5.131782946,3,30.9927,142.822,,,,,,,,,,,
5239,0.01796,2.02E-05,111.9722222,141.2727273,106.6060606,143.4444444,132.0909091,123.2723077,North Division,4,3,154.3008046,-0.027371581,1242.405303,1891.54415,Mussoorie,30.41867585,78.07429064,Forest,3,7.386363636,3,30.3265,77.2879,,,,,,,,,,,
5240,0.01796,2.02E-05,0,0,0,0,0,0,North Division,4,3,238.3400756,-0.222102433,1232.238806,1894.618161,Mussoorie,30.41867585,78.07878064,Forest,3,8.171641791,3,24.5454,179.985,4,4,4,4,4,Forest,Forest,Forest,Forest,Forest,
5241,0.01796,2.02E-05,47.14285714,79.86486486,54.97058824,69.29411765,80.8,66.08948195,North Division,4,3,251.4073311,0.008038973,1390.042471,1897.800101,Mussoorie,30.41867585,78.08327064,Forest,3,7.536679537,3,27.8349,181.062,,,,,,,,,,,
5242,0.01796,2.02E-05,46.55555556,80.91891892,51.38235294,70.55882353,79.21052632,65.08634223,North Division,4,15,194.767311,0.249887418,1512.684982,1881.423963,Mussoorie,30.41867585,78.08776064,Forest,15,6.336996337,2,25.8834,127.165,,,,,,,,,,,
5243,0.01796,2.02E-05,104.7878788,132.5555556,105.9354839,146.0344828,170.7894737,127.0134228,North Division,4,15,134.9309003,0.234118044,1523.884615,1754.259051,Mussoorie,30.41867585,78.09225064,Forest,15,6.2,2,25.205,123.862,,,,,,,,,,,
5244,0.01796,2.02E-05,103.4411765,130.6111111,105.6969697,140.1,180.8333333,125.6334992,North Division,4,15,107.8398494,-0.072372319,1355.992424,1756.524876,Mussoorie,30.41867585,78.09674064,Forest,15,6.083333333,2,30.5901,101.701,,,,,,,,,,,
5245,0.01796,2.02E-05,102.9428571,122.5789474,97.84848485,135.90625,191.2941176,122.7633333,North Division,4,15,204.0447376,-0.02758053,1336.763359,1757.659936,Mussoorie,30.41867585,78.10123064,Forest,15,6.251908397,2,27.8765,162.099,,,,,,,,,,,
5246,0.01796,2.02E-05,106.0882353,124.5555556,93.14705882,127.5333333,178.4375,122.0412371,NA,4,15,228.4025868,-0.216835362,1408.031128,1759.827235,Mussoorie,30.41867585,78.10572064,Forest,15,6.638132296,2,23.3104,185.899,,,,,,,,,,,
5247,0.01796,2.02E-05,99.16129032,119.3142857,81.32258065,118.59375,159.0588235,115.3972835,NA,4,15,231.8803832,-0.077856639,1554.501859,1760.972892,Mussoorie,30.41867585,78.11021064,Forest,15,7.033457249,3,31.6981,171.353,,,,,,,,,,,
5248,0.01796,2.02E-05,99.16129032,119.3142857,81.32258065,118.59375,159.0588235,115.3972835,NA,4,17,70.0978158,0.255519059,1571.662745,1761.752443,Mussoorie,30.41867585,78.11470064,Forest,17,7.294117647,2,27.4408,151.557,,,,,,,,,,,
5249,0.01796,2.02E-05,89.38709677,117.0882353,73.1,118.1785714,151.6470588,110.9479866,NA,4,17,86.28360844,-0.096166526,1422.633333,1765.003906,Mussoorie,30.41867585,78.11919064,Forest,17,5.296296296,2,28.7022,177.215,,,,,,,,,,,
5250,0.01796,2.02E-05,45.90909091,81.73529412,57.61764706,69.96875,71.64705882,64.71753247,NA,4,17,67.38846071,0.194192358,1310.136882,1765.003906,Mussoorie,30.41867585,78.12368064,Forest,17,6.08365019,2,34.4942,161.726,,,,,,,,,,,
5251,0.01796,2.02E-05,48.44444444,87.24242424,65.71428571,73,88.76470588,70.83254344,NA,4,17,134.1083113,-0.238457523,1163,1765.003906,Mussoorie,30.41867585,78.12817064,Forest,17,4.310606061,1,32.3336,144.299,,,,,,,,,,,
5252,0.01796,2.02E-05,96,131.9117647,103.1818182,136.4375,154.3333333,121.7272727,NA,4,17,233.1324718,0.070116504,1292.379182,1765.003906,Mussoorie,30.41867585,78.13266064,Forest,17,2.453531599,1,26.6862,171.052,,,,,,,,,,,
5253,0.01796,2.02E-05,52.42857143,88.58823529,66.38235294,78.35294118,79.22222222,76.12769231,NA,4,17,243.8313271,0.033704702,1419.310078,1755.415266,Mussoorie,30.41867585,78.13715064,Forest,17,2.131782946,1,29.1222,180.295,,,,,,,,,,,
5254,0.01796,2.02E-05,59.94444444,90.2,75.34285714,80.68571429,77.47368421,78.22610015,NA,4,17,142.0293185,-0.054433894,1350.388889,1618.177856,Mussoorie,30.41867585,78.14164064,Forest,17,3.733333333,1,35.2866,58.3148,,,,,,,,,,,
5255,0.01796,2.02E-05,105.8857143,133.5277778,111.8857143,127.2666667,147.7,123.488408,NA,4,17,192.158663,-0.337288076,1251.636719,1618.177856,Mussoorie,30.41867585,78.14613064,Forest,17,3.15625,1,34.2309,103.945,,,,,,,,,,,
5256,0.01796,2.02E-05,104.5555556,117.1142857,99.69444444,126.5454545,165,118.3855799,NA,4,17,256.3141674,-0.137321841,1347.462121,1618.177856,Mussoorie,30.41867585,78.15062064,Forest,17,2.136363636,1,33.8312,204.606,,,,,,,,,,,
5257,0.01796,2.02E-05,102.0277778,113.6875,91.94285714,119.6571429,179.95,111.7909968,NA,4,14,246.9846544,0.050018922,1532.39313,1618.177856,Mussoorie,30.41867585,78.15511064,Forest,14,5.129770992,2,32.6221,181.229,,,,,,,,,,,
